Workflow Name,Block Type,Block Name,Block Duration,Block Assignees,Block Logic Name,Block Logic Condition,Form Name,Form Section,Form Section Logic Name,Form Section Logic Condition,Question Type,Question ID,Question Title,Question Description,Question Logic Name,Question Logic Condition,Question Core Data
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,InfoSec and Privacy,,,Radio group,MainAssessmentQ51,Will the third party personnel have physical access to Wise offices or premises?,This question aims to determine whether individuals from third party organizations will have the ability to have physical access to Wise offices or premises.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,InfoSec and Privacy,,,Long text,MainAssessmentQ52,How many third party personnel are expected to have this access?,Provide the adequate number of personnel based on the service nature and/or third-party type/size etc.,,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ51"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,InfoSec and Privacy,,,Radio group,MainAssessmentQ53,Will the service or product connect to our PCI cardholder data environment (CDE) or affect the way we store process and/or transmit PCI cardholder data?,PCI cardholder data refers to the specific pieces of information associated with credit and debit card transactions.CDE refers to the area of an organization's network and systems where cardholder data is stored processed or transmitted.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,UT,,,Radio group,MainAssessmentQ54,Do you require login information such as username and password or API keys and tokens to use this service or solution?,Any services requiring login information will have to be registered in UT.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,UT,,,Long text,MainAssessmentQ55,What is the anticipated (estimate) number of users for this service?,Provide the adequate estimated number of users based on the service nature and/or third-party type/size etc,,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ54"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,UT,,,Radio group,MainAssessmentQ56,Will the service require installation of any software/application from the third party on Wise systems to perform its functions?,e.g. agents browser extensions etc.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,UT,,,Radio group,thirdPartyMainAssessmentV41-MainAssessmentSection1-question-39,Is the application going to be hosted by Wise or the third party?,Indicate whether the application will be hosted on Wise's infrastructure or by the third-party provider.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ54"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ56"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Substitutability and scalability level,,,Radio group,MainAssessmentQ71,If we decide to move away from the current service provider which substitution method would you find most viable?,"Consider if alternative third party services can meet your requirements or if in-house solutions are viable. Please select Hybrid substitutability options if the services can be partially brought back in-house and partially outsourced to another third party.""Impossible"" indicates significant uncertainties such as those caused by being locked into the unique architecture of the service provider. Replacing the service might require re-engineering business processes or redeveloping applications.",,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Substitutability and scalability level,,,Radio group,MainAssessmentQ57,How difficult is it to substitute the third party or its service?,Timelines must cover necessary planning governance funding approval contract negotiation and migration work.Instant - will be transferred within 24 hours to already contracted backup third party or moved in-house without changes to the business model or operational setup with no need for additional resource allocation without any impact on our business continuity or risk profile.Easy - will be completed within six months. The service can either be replaced or moved in-house allowing for the transfer without changes to the business model or operational setup. It will rely solely on internal resources without substantial need for additional resource allocation and won’t highly impact our business continuity or risk profile.Difficult - will take longer than six months to complete. It requires significant changes to our business model including business process re-engineering redevelopment or changes to our operational setup. For example it may require the creation of new functions or squads to bring the service in-house or manage the transition to another provider. This will require substantial additional resources including costs recruitment of new skills and is likely highly impact our business continuity risk profile or ability to grow.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Fully substitute by another third party""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Fully move it in-house""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Hybrid (partially to another third party and partially move in-house)""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Substitutability and scalability level,,,Long text,thirdPartyMainAssessmentV40-MainAssessmentSection4-question-6,Please provide reasoning for the selected substitutability level.,Provide a detailed explanation of why you chose the specific substitutability level. Consider factors such as resource and time requirements contractual obligations technological dependencies or any unique elements related to the service that might affect the ease or difficulty of substitution.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""It is impossible to substitute the service""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ57"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Difficult""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Substitutability and scalability level,,,Long text,MainAssessmentQ58,Please list existing backup third party service providers,Identify any existing backup third-party providers that are in place to ensure continuity of services.,,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ57"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Instant""}},{""key"":1,""type"":""OR"",""items"":[{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Fully substitute by another third party""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Hybrid (partially to another third party and partially move in-house)""}}]}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Substitutability and scalability level,,,Long text,MainAssessmentQ59,Please list potential backup third parties.,Identify any potential backup third-party providers that could be engaged to ensure continuity of services.,,"{""key"":0,""type"":""AND"",""items"":[{""key"":1,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Fully substitute by another third party""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ71"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Hybrid (partially to another third party and partially move in-house)""}}]},{""key"":4,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ57"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Easy""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ57"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Difficult""}}]}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Substitutability and scalability level,,,Radio group,MainAssessmentQ60,Can additional services/volume be added without making changes to the main agreement?,Can we add services/volume without changing the MSA? E.g signing additional order form.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Material Impacts,,,Checkbox,MainAssessmentQ61,Will the potential disruption failure or inadequate performance of the third party have a significant (material) impact on Wise?,When evaluating consider if the service is easily transferable which would reduce the impact.Potential Material Impacts:1. Breach of Confidentiality or Data Availability: Could it lead to a breach of confidentiality or failure to ensure data availability and integrity for Wise customers or counterparties?2. Reputation & Financial Resilience: Could it cause significant loss of customer trust negative media decreased customer acquisition/retention or unexpected financial losses (£250k+)?3. Legal & Regulatory Compliance: Could it result in critical legal/regulatory issues breaches of obligations/licenses or direct regulatory fines?4. Operational Resilience & Business Continuity: Could it materially impair Wise’s operational resilience business continuity or expose Wise to operational risks (conduct legal ICT) such as prolonged system outages or severe incidents (Sev 1/Sev 2) inline with the Incident Severity Matrix?5. Risk Management & Audits: Could it lead to an inability to identify monitor and manage all risks or conduct appropriate third-party audits?,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Material Impacts,,,Radio group,MainAssessmentQ62,Will potential failures from third party have a significant (material) impact on Wise’s counterparties or customers potentially causing losses to them?,Consider the reduced impact if the service is easily/instantly transferrable and select the impact areas:Please select the choices that are only significantly and directly impacted.The selected answers will require a comment to explain the rationale for the most direct impact and why it is considered material.Examples:Customers:For example if a third party's failure impairs the ability to protect its customers' data and maintain data confidentiality availability and integrity which could lead to significant issues such as the exposure of PII sufficient to facilitate identity theft of 5 k and more Wise customers or a breach privacy regulations affecting 500 k and more customers which may ultimately cause financial losses for the customers.Counterparties: For example due to third party failures the SLA or contract with Wise’s counterparties can be breached or severely impaired for a long time causing losses; Wise's partners would incur losses as customers who use Wise through integration may be unable to complete transactions due to the impact of a third party failure.Additionally material impacts can be analysed through the components of potential SEV 1 or SEV 2 level incidents in the [the severity matrix here](https://transferwise.atlassian.net/wiki/spaces/IM/pages/2729517311?atlOrigin=eyJpIjoiYjhkNmU3ODEwMjJjNDlhZTgxZmYxYjIyNjA5YzczNjciLCJwIjoiY29uZmx1ZW5jZS1jaGF0cy1pbnQifQ),,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Material Impacts,,,Radio group,MainAssessmentQ68,In the event of a service outage or disruption to the procured services for 1 hour what is the expected impact on the services we provide or systems we use?,Assess the expected impact on Wise's corporate activities and services in the event of a short-term disruption in the continuity of third party activities.Consider the reduced impact if the service is easily/instantly transferrable.If you are unsure please check [the severity matrix here](https://transferwise.atlassian.net/wiki/spaces/IM/pages/2729517311?atlOrigin=eyJpIjoiYjhkNmU3ODEwMjJjNDlhZTgxZmYxYjIyNjA5YzczNjciLCJwIjoiY29uZmx1ZW5jZS1jaGF0cy1pbnQifQ),,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Material Impacts,,,Checkbox,MainAssessmentAdditionalQ68,Please identify all impacted areas for the severity tier selected.,Based on the incident level selected in the previous question identify all impacted areas according to the [Incident Severity Matrix](https://transferwise.atlassian.net/wiki/spaces/IM/pages/2729517311?atlOrigin=eyJpIjoiYjhkNmU3ODEwMjJjNDlhZTgxZmYxYjIyNjA5YzczNjciLCJwIjoiY29uZmx1ZW5jZS1jaGF0cy1pbnQifQ).,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ68"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Likely to create a severity 1 incident""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ68"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Likely to create a severity 2 incident""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ68"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Likely to create a severity 3 incident""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Material Impacts,,,Radio group,MainAssessmentQ69,In the event of an extended service outage (i.e. one week or longer) or discontinuing the service what would be the estimated impact to business operations?,Assess the expected impact on Wise's corporate activities and services in the event of a long-term disruption in the continuity of third party activities.Consider the reduced impact if the service is easily/instantly transferrable and select the estimated impact on business operations in the event of an extended service outage or service discontinuation.Please go through the [Risk Impact Matrix](https://transferwise.atlassian.net/wiki/spaces/GRM/pages/1322275894/Risk+Impact+Likelihood+Matrix+Heatmap) and compare the potential impact levels with impact thresholds for Wise Global for each impact area.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Material Impacts,,,Checkbox,MainAssessmentAdditionalQ69,Please identify all impacted areas for the impact tier selected.,Based on the impact level selected in the previous question identify all impacted areas according to the [Risk Impact Matrix](https://transferwise.atlassian.net/wiki/spaces/GRM/pages/1322275894/Risk+Impact+Likelihood+Matrix+Heatmap).,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ69"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Significant impact""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ69"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""High impact""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ69"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Moderate impact""}},{""key"":3,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ69"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Minor impact""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""d1018d46-3404-4c76-9e52-4702a84ce485""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""283e02d4-9ff5-4212-b8d3-73b0041f02eb""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Core data,newPurchaseRequestV02-Legal Security & Technology information-question-6,Service category,Pick the category that matches the product or service you're looking to onboard. Consult the [Wiki page here](https://transferwise.atlassian.net/wiki/spaces/TPM/pages/3775780861/Spend+Categories?atlOrigin=eyJpIjoiZDVkYWI2NTM2NDk2NDU2YjhhZDcyN2IwMmM1Mzg1YzQiLCJwIjoiYyJ9) for further descriptions on the categories. Example 1: Adobe Creative = Software and Tools > Marketing Software and ToolingExample 2: Slack = Software & Tools > Communication & Collaboration SaaS,,,91140b22-a9ac-4098-86a7-3c07c6250721
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""d1018d46-3404-4c76-9e52-4702a84ce485""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""283e02d4-9ff5-4212-b8d3-73b0041f02eb""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,longText,productDescription,Service Description,Summarise the service you intend to purchase. This will assist us in understanding your requirements efficiently and expediting the review process.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""d1018d46-3404-4c76-9e52-4702a84ce485""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""283e02d4-9ff5-4212-b8d3-73b0041f02eb""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Checkbox,mainAssessmentBanking-MainAssessmentSection1-question-7,Please select all relevant sub-functions that link to the service category:,,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""d1018d46-3404-4c76-9e52-4702a84ce485""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE_CONDITION_GROUP"",""value"":""283e02d4-9ff5-4212-b8d3-73b0041f02eb""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Radio group,mainAssessmentBankingQuestion1,What is the estimated annual volume of funds moved?,Please select the bracket indicating the annual estimated movement of funds,,,
